date,contest_number,word,number_of_reported_results,number_in_hard_mode,1_try,2_tries,3_tries,4_tries,5_tries,6_tries,7_or_more_tries_x,sum,num_rare_letters,starts_with_vowel,ends_with_vowel,num_consonants,contains_y,has_double_letter,max_consecutive_vowels,max_consecutive_consonants,scrabble_score,letter_entropy,position_rarity,keyboard_distance,hamming_neighbors,has_common_suffix,has_common_prefix,letter_freq_mean,letter_freq_min,positional_freq_mean,positional_freq_min,semantic_neighbors_count,semantic_density,Zipf-value,autoencoder_value,expected_attempts,semantic_difficulty,position_self_entropy,positional_fit,letter_commonness,position_self_entropy_2_letters,mean_simulate_random,1_try_simulate_random,2_try_simulate_random,3_try_simulate_random,4_try_simulate_random,5_try_simulate_random,6_try_simulate_random,7_try_simulate_random,mean_simulate_freq,1_try_simulate_freq,2_try_simulate_freq,3_try_simulate_freq,4_try_simulate_freq,5_try_simulate_freq,6_try_simulate_freq,7_try_simulate_freq,mean_simulate_entropy,1_try_simulate_entropy,2_try_simulate_entropy,3_try_simulate_entropy,4_try_simulate_entropy,5_try_simulate_entropy,6_try_simulate_entropy,7_try_simulate_entropy,rl_1_try_low_training,rl_2_try_low_training,rl_3_try_low_training,rl_4_try_low_training,rl_5_try_low_training,rl_6_try_low_training,rl_7_try_low_training,rl_expected_steps_low_training,rl_1_try_high_training,rl_2_try_high_training,rl_3_try_high_training,rl_4_try_high_training,rl_5_try_high_training,rl_6_try_high_training,rl_7_try_high_training,rl_expected_steps_high_training,semantic_distance,semantic_distance_to_center,rl_1_try_little_training,rl_2_try_little_training,rl_3_try_little_training,rl_4_try_little_training,rl_5_try_little_training,rl_6_try_little_training,rl_7_try_little_training,rl_expected_steps_little_training,feedback_entropy,position_self_information,position_self_information_2_letters
2022/7/14,390,liver,40549,3388,0,4,16,26,25,20,8,99,1,0,0,3,0,0,1,1,8,2.321928094887362,21.34101206680074,2.280604373718116,22,1,0,0.062061281,0.013927577,0.067966574,0.022284123,0,0.5091244459152222,4.155157002264916,-0.065516829,4.81,-1.440586897,20.33782581321335,7.176,6.134,-29.94960886028646,5.9093,0.0001,0.0048,0.0417,0.1154,0.1783,0.1965,0.4632,4.7835,0.0002,0.0174,0.1101,0.3003,0.3074,0.1722,0.0924,4.151,0.0,0.008,0.163,0.541,0.25,0.034,0.004,0.0,0.126,0.3,0.372,0.17,0.032,0.0,3.682,0.0,0.038,0.908,0.03,0.018,0.006,0.0,3.0460000000000003,-0.029901241539317,7.987349390221127,0.002,0.094,0.334,0.382,0.16,0.028,0.0,3.688,4.7987688746523425,1.2868486349005788,-8231.175629168281
2022/7/13,389,bland,46246,3727,0,7,31,38,18,4,0,98,0,0,0,4,0,0,1,2,8,2.321928094887362,13.32082971292274,5.096100699844706,8,0,0,0.049470752,0.017270195,0.084122563,0.055710306,0,0.366830963,3.040022169150661,-1.050200105,3.8,0.6158984515071616,20.672300425392812,6.68,4.898,-27.84524347554582,5.5654,0.0,0.0065,0.0597,0.1582,0.2274,0.2339,0.3143,4.5762,0.0003,0.0172,0.1312,0.3355,0.3305,0.1437,0.0416,4.6,0.0,0.002,0.087,0.349,0.443,0.109,0.01,0.0,0.144,0.46,0.304,0.084,0.008,0.0,3.3520000000000003,0.0,0.014,0.93,0.048,0.008,0.0,0.0,3.0500000000000003,-0.0061358618426882,5.81601942611685,0.0,0.128,0.452,0.318,0.09,0.012,0.0,3.4060000000000006,4.663402190711625,1.1994335680489177,-4670.943935183814
2022/7/12,388,night,46910,3870,1,8,27,27,17,13,7,100,0,0,0,4,0,0,1,3,9,2.321928094887362,42.57705314009662,2.101229586821916,12,0,0,0.04913649,0.028412256,0.04902507,0.011142061,1,0.4991203933954239,5.936951708951002,-0.541552782,4.32,-0.942058292,23.146537922261395,4.814,6.178,-23.1096760514908,5.1287,0.0,0.0078,0.0871,0.2542,0.2858,0.1497,0.2154,4.2641,0.0002,0.0226,0.2189,0.3949,0.2355,0.0904,0.0375,3.995,0.0,0.006,0.21,0.582,0.187,0.015,0.0,0.0,0.12,0.426,0.384,0.064,0.006,0.0,3.41,0.0,0.016,0.088,0.878,0.018,0.0,0.0,3.898,-0.1620934965034896,7.122970523158746,0.002,0.114,0.404,0.402,0.076,0.002,0.0,3.442,4.334274837437508,0.9785857675239532,-1844.3066095313113
2022/7/11,387,madam,40545,3430,0,3,13,35,34,14,2,101,0,0,0,3,0,0,1,1,10,1.521928094887362,23.64243855606759,4.041381265149109,0,0,0,0.053704735,0.030083565,0.065738162,0.019498607,0,0.3078749567270279,4.643050487483801,-0.288496137,4.53,1.004677585,19.989069669235548,7.968,5.082,-29.70866604257823,5.7496,0.0,0.0021,0.0253,0.1055,0.2495,0.3232,0.2944,4.9005,0.0001,0.0065,0.0676,0.2584,0.3995,0.2218,0.0461,4.776,0.0,0.001,0.03,0.309,0.514,0.144,0.002,0.002,0.088,0.408,0.426,0.076,0.0,0.0,3.486,0.0,0.002,0.388,0.538,0.072,0.0,0.0,3.68,0.0299086990644482,6.92306660569449,0.002,0.094,0.41,0.436,0.058,0.0,0.0,3.4539999999999997,3.761408266439169,1.353374792104208,-7262.942835731724
2022/7/10,386,berth,41785,3494,0,7,24,35,24,9,1,100,0,0,0,4,0,0,1,3,10,2.321928094887362,15.99354497354497,1.560660171779821,5,0,0,0.061169916,0.017270195,0.064066852,0.055710306,0,0.4027234226465225,2.904617998864195,-0.759346366,4.09,-0.053348511,19.10857408698635,7.636,7.026,-30.296668893770377,5.3809,0.0002,0.0057,0.0546,0.1896,0.2776,0.247,0.2253,4.6814,0.0001,0.0164,0.1231,0.3095,0.3228,0.1695,0.0586,4.208,0.001,0.008,0.169,0.486,0.277,0.058,0.001,0.004,0.108,0.33,0.348,0.174,0.032,0.004,3.692,0.0,0.026,0.628,0.336,0.01,0.0,0.0,3.33,-0.0393077848056565,7.559779215411274,0.01,0.096,0.37,0.332,0.168,0.02,0.004,3.628,4.762051737103092,1.3892008398287543,-6446.413477475807
2022/7/9,385,stead,47094,3933,1,6,20,27,28,16,3,101,0,0,0,3,0,0,2,2,6,2.321928094887362,14.83587693141773,2.349586409417042,9,0,0,0.068523677,0.030083565,0.081337047,0.038997214,0,0.2655875504016876,3.032196831638704,-0.461416304,4.390000000000001,1.283537403435724,21.518271881768936,7.458,8.102,-25.802407450733565,5.0943,0.0,0.0076,0.0748,0.2323,0.3213,0.229,0.135,5.0143,0.0004,0.0166,0.1151,0.2099,0.2723,0.2656,0.1201,4.833,0.0,0.013,0.121,0.226,0.332,0.276,0.032,0.01,0.114,0.372,0.308,0.106,0.056,0.034,3.69,0.0,0.144,0.798,0.03,0.02,0.008,0.0,2.95,0.0193709984559352,5.566135068952377,0.004,0.146,0.348,0.274,0.14,0.05,0.038,3.702,5.211104987139006,1.1667591779848234,-2846.1423620057494
2022/7/8,384,voice,42806,3484,1,5,24,35,25,9,1,100,1,0,1,2,0,0,2,1,10,2.321928094887362,19.76883699799642,3.442582403567252,1,0,0,0.057381616,0.013927577,0.1075208913649025,0.016713092,0,0.4634981870651245,4.934793021554251,-0.709605277,4.109999999999999,-0.886679194,20.23532560426632,8.254,6.188,-24.845705578457576,5.2672,0.0001,0.0074,0.0728,0.198,0.2836,0.2428,0.1953,4.363,0.0004,0.0265,0.1798,0.3539,0.3041,0.113,0.0223,4.16,0.0,0.014,0.112,0.58,0.288,0.006,0.0,0.002,0.108,0.416,0.36,0.104,0.01,0.0,3.486,0.0,0.006,0.136,0.382,0.472,0.004,0.0,4.332,-0.1044989826503367,7.491671781385169,0.002,0.1,0.392,0.38,0.114,0.012,0.0,3.54,4.615427177747595,1.3102686002822908,-1964.5129927735804
2022/7/7,383,agape,43407,3671,0,2,18,36,27,15,3,101,0,1,1,2,0,0,1,1,8,1.921928094887362,50.0926148,6.013846284534354,4,0,0,0.068746518,0.028412256,0.085793872,0.005571031,0,0.3074013948440551,,-0.353716373,4.5,1.0078004385138946,23.85807159003219,6.928,6.598,-20.417226209236432,5.1698,0.0001,0.0054,0.066,0.2239,0.3111,0.2447,0.1488,5.219,0.0,0.0047,0.0731,0.212,0.2771,0.2749,0.1582,4.969,0.0,0.002,0.044,0.28,0.363,0.279,0.032,0.004,0.092,0.342,0.402,0.14,0.02,0.0,3.642,0.0,0.022,0.858,0.106,0.014,0.0,0.0,3.1119999999999997,0.0598038410840273,7.092364613769037,0.002,0.112,0.326,0.394,0.148,0.018,0.0,3.628000000000001,4.261133845445927,1.08344623318765,-839.0017660837375
2022/7/6,382,fluff,47344,4049,0,0,4,25,44,23,4,100,0,0,0,4,0,1,1,2,14,1.370950594454669,49.42077922077922,2.599586409417042,4,0,0,0.030640669,0.018384401,0.055153203,0.008356546,0,0.3807070076465607,3.155157002264916,0.2447139620780945,5.0600000000000005,0.5243943452579263,27.72550428974158,3.444,2.696,-21.99286920389731,5.4666,0.0001,0.0041,0.0262,0.1322,0.3331,0.3447,0.1596,4.8218,0.0002,0.006,0.0535,0.2834,0.4515,0.1798,0.0256,4.68,0.0,0.001,0.007,0.349,0.598,0.044,0.001,0.004,0.054,0.32,0.448,0.154,0.02,0.0,3.754,0.0,0.004,0.824,0.136,0.034,0.002,0.0,3.206,0.0598410851513142,6.092890104829367,0.004,0.07,0.328,0.424,0.16,0.014,0.0,3.708,2.1797420075392817,0.6810033823556846,-1362.250985994851
2022/7/5,381,field,44578,3604,1,6,25,36,23,9,1,101,0,0,0,3,0,0,2,2,9,2.321928094887362,15.36037549407115,5.301467039,6,0,0,0.054038997,0.018384401,0.066295265,0.055710306,0,0.3978084713220596,4.845838463156363,-0.771990716,4.06,0.4116205557992117,21.220067479317535,6.01,6.036,-25.169875354929548,5.1985,0.0001,0.0075,0.0774,0.2236,0.2776,0.2278,0.186,4.0375,0.0001,0.0318,0.2532,0.4215,0.239,0.0476,0.0068,3.862,0.0,0.008,0.227,0.66,0.105,0.0,0.0,0.0,0.136,0.352,0.316,0.156,0.036,0.004,3.616,0.002,0.186,0.672,0.136,0.004,0.0,0.0,2.954,-0.1373247042247615,7.6382473307849486,0.004,0.142,0.334,0.314,0.174,0.03,0.002,3.61,4.4567635568064725,1.1467233065661746,-2211.6186077091456
2022/7/4,380,sever,42645,3591,0,2,13,27,29,21,7,99,1,0,0,3,0,0,1,1,8,1.921928094887362,16.66832486482965,1.721587379343169,12,1,0,0.068523677,0.013927577,0.091922006,0.022284123,0,0.3021145552396774,3.200319161,0.041209817,4.8999999999999995,1.042663941881754,18.95972893778858,9.394,7.74,-30.46000702231848,5.9559,0.0,0.0064,0.0451,0.1104,0.1581,0.1843,0.4957,5.1336,0.0001,0.0114,0.0898,0.2066,0.2914,0.247,0.1537,5.245,0.0,0.002,0.034,0.148,0.408,0.349,0.059,0.002,0.106,0.364,0.376,0.134,0.018,0.0,3.588,0.002,0.09,0.856,0.038,0.014,0.0,0.0,2.972,0.0077934347134406,6.557776930045202,0.004,0.084,0.374,0.368,0.15,0.02,0.0,3.636,4.439282866420176,1.4492660829940638,-8636.265062615063
2022/7/3,379,lilac,40486,3461,0,2,17,38,29,12,1,99,0,0,0,3,0,0,1,1,7,1.921928094887362,33.29872286354755,3.266123775561495,0,0,0,0.061949861,0.039554318,0.045125348,0.013927577,0,0.4054813295602798,2.893894133472422,-0.46273917,4.37,0.361022705,21.31976806494186,6.562,5.196,-27.479888386481655,5.3385,0.0001,0.0062,0.0643,0.1962,0.2869,0.2103,0.236,4.5376,0.0002,0.0148,0.145,0.3422,0.3226,0.1354,0.0398,4.669,0.0,0.006,0.107,0.334,0.343,0.185,0.025,0.006,0.146,0.38,0.356,0.094,0.016,0.002,3.4419999999999997,0.002,0.024,0.21,0.694,0.07,0.0,0.0,3.806,0.0545036001614044,6.42926179992751,0.004,0.118,0.388,0.372,0.096,0.02,0.002,3.506,4.355247426011957,1.2226916433088937,-4524.147590288869
2022/7/2,378,egret,41765,3515,0,3,14,33,33,15,2,100,0,1,0,3,0,0,1,2,6,1.921928094887362,49.90063700707786,1.662570384968221,0,0,0,0.076100279,0.028412256,0.067409471,0.005571031,0,0.3713716328144073,1.768955396864122,-0.301279902,4.529999999999999,0.1533975436911884,23.753366052313492,6.66,8.494,-20.48408336129556,4.9247,0.0,0.0056,0.0797,0.2789,0.3433,0.2052,0.0873,4.654,0.0001,0.0063,0.1062,0.3495,0.3415,0.1576,0.0388,4.344,0.0,0.003,0.118,0.458,0.374,0.047,0.0,0.0,0.106,0.326,0.384,0.144,0.038,0.002,3.6879999999999993,0.0,0.022,0.314,0.65,0.014,0.0,0.0,3.656,0.0568529435960123,7.935470147930074,0.002,0.08,0.288,0.442,0.15,0.032,0.006,3.778,4.273825327017094,1.0922395457903475,-2699.1951423673313
2022/7/1,377,pinto,47248,3792,0,5,25,41,22,6,1,100,0,0,1,3,0,0,1,2,7,2.321928094887362,18.55174937783634,2.766123775561495,6,0,0,0.057604457,0.035654596,0.059610028,0.030640669,0,0.4574863344430923,2.935286818630647,-0.792112827,4.04,0.018081213,18.828918937638424,6.442,6.444,-30.053146739586285,5.2218,0.0,0.005,0.0661,0.217,0.3074,0.223,0.1815,4.3676,0.0002,0.0156,0.1696,0.3854,0.3068,0.105,0.0174,3.865,0.0,0.014,0.28,0.541,0.157,0.008,0.0,0.004,0.154,0.382,0.338,0.11,0.012,0.0,3.4320000000000004,0.0,0.038,0.642,0.302,0.018,0.0,0.0,3.3,-0.0025160457461224,6.467197915568842,0.002,0.148,0.394,0.332,0.114,0.01,0.0,3.438,4.845032559385865,1.3926698427791504,-6118.076179270347
2022/6/30,376,hutch,44212,3758,0,1,12,28,28,21,9,99,0,0,0,4,0,0,1,3,13,1.921928094887362,23.64282643053541,2.351229586821916,9,0,0,0.045125348,0.035654596,0.044568245,0.030640669,0,0.3345102041959762,3.559005870547474,0.1561554670333862,5.01,0.8290342687672699,22.390584408258796,5.01,5.356,-25.983583823469864,5.5318,0.0,0.0032,0.0453,0.173,0.2574,0.2372,0.2839,4.9674,0.0001,0.0096,0.0667,0.2357,0.3779,0.2543,0.0557,4.849,0.001,0.0,0.057,0.25,0.478,0.211,0.003,0.002,0.112,0.44,0.4,0.046,0.0,0.0,3.376,0.0,0.01,0.372,0.616,0.002,0.0,0.0,3.61,0.0676922767021679,5.991271485231622,0.0,0.114,0.438,0.412,0.036,0.0,0.0,3.37,3.2574215318628736,1.0253018028279484,-2772.272938096008
2022/6/29,375,gawky,45645,3957,0,1,5,22,33,28,10,99,1,0,0,4,1,0,1,3,16,2.321928094887362,28.07194159481975,3.433261017542776,5,0,0,0.037437326,0.016713092,0.072423398,0.013927577,0,0.4992814600467682,2.467925401200141,0.4614693522453308,5.33,-1.261900749,21.8447678092149,7.838,3.058,-21.48323321687445,5.6422,0.0,0.006,0.0515,0.1383,0.2324,0.2421,0.3297,5.7684,0.0,0.0037,0.037,0.1133,0.2338,0.2576,0.3546,5.274,0.0,0.001,0.011,0.132,0.514,0.253,0.089,0.004,0.136,0.336,0.4,0.122,0.002,0.0,3.506,0.0,0.016,0.108,0.756,0.116,0.004,0.0,3.984,0.1193603601127668,5.203172176526885,0.006,0.132,0.35,0.384,0.122,0.006,0.0,3.502,3.7220568459599157,1.1865818090489848,-2230.419216373545
2022/6/28,374,droll,47312,3844,0,2,16,31,31,17,3,100,0,0,0,4,0,1,1,2,6,1.921928094887362,15.34320720720721,1.853553390593274,4,0,0,0.060724234,0.030083565,0.08189415,0.033426184,0,0.5131925612688064,2.706807490115278,-0.248691559,4.6,-1.467413652,21.25724317345688,6.278,5.162,-27.253804033712157,5.4228,0.0,0.0056,0.0592,0.1822,0.2614,0.243,0.2486,5.2183,0.0,0.0055,0.0586,0.2104,0.3172,0.2542,0.1541,4.836,0.0,0.001,0.062,0.287,0.42,0.21,0.02,0.0,0.104,0.382,0.312,0.16,0.04,0.002,3.656,0.0,0.02,0.13,0.724,0.114,0.012,0.0,3.968,0.0816974741510678,5.244795639600162,0.002,0.102,0.382,0.322,0.158,0.034,0.0,3.634,4.083701564360664,1.1220965408314956,-3514.984431370425
2022/6/27,373,retro,47986,3848,0,6,24,35,24,9,1,99,0,0,1,3,0,0,1,2,5,1.921928094887362,22.61357435667781,2.25,1,0,1,0.079665738,0.072423398,0.052367688,0.030640669,0,0.4685546219348907,3.172647734425251,-0.736988425,4.109999999999999,-1.059275872,19.96835013571936,6.178,8.25,-27.480830253602264,5.1622,0.0,0.0056,0.065,0.207,0.3346,0.2596,0.1282,4.5555,0.0001,0.0151,0.1262,0.3324,0.367,0.1324,0.0268,4.298,0.0,0.003,0.127,0.464,0.381,0.025,0.0,0.004,0.12,0.304,0.32,0.162,0.074,0.016,3.802,0.0,0.06,0.442,0.354,0.136,0.008,0.0,3.5900000000000003,0.0055017128698859,6.374957507259181,0.004,0.104,0.356,0.258,0.192,0.07,0.016,3.804,4.626277803510839,1.2734527974088283,-3601.088521915995
2022/6/26,372,rusty,50450,3954,0,9,37,34,13,5,1,99,0,0,0,4,1,0,1,3,8,2.321928094887362,22.84617171654987,3.065324293440291,10,0,0,0.053147632,0.033983287,0.063509749,0.022284123,0,0.3454947471618652,4.110060035758416,-1.163486242,3.72,0.756597865,20.07730945489498,7.138,5.222,-27.588954194225153,5.0104,0.0,0.0069,0.0944,0.2885,0.2787,0.1546,0.1769,4.1551,0.0001,0.024,0.2192,0.4374,0.2326,0.0701,0.0166,3.968,0.0,0.007,0.227,0.565,0.193,0.008,0.0,0.0,0.114,0.458,0.348,0.078,0.002,0.0,3.396,0.002,0.244,0.592,0.162,0.0,0.0,0.0,2.914,-0.018108208164667,6.494985184000811,0.0,0.112,0.438,0.364,0.086,0.0,0.0,3.4239999999999995,4.568073079827502,1.2509528773693832,-3407.026947817351
2022/6/25,371,beady,46089,3670,0,3,19,39,29,10,1,101,0,0,0,3,1,0,2,2,11,2.321928094887362,18.26435927859516,2.556693191,8,0,0,0.05448468,0.017270195,0.082451253,0.022284123,0,0.3606967657804489,2.860035866211455,-0.531086683,4.290000000000001,0.656349764,18.703079169136032,9.01,5.676,-29.094905837224843,5.3455,0.0001,0.0057,0.0554,0.1829,0.2972,0.2607,0.198,4.981,0.0,0.0074,0.0683,0.2451,0.3694,0.2347,0.0751,4.434,0.0,0.001,0.081,0.451,0.418,0.048,0.001,0.0,0.108,0.314,0.382,0.172,0.022,0.002,3.692,0.004,0.028,0.246,0.688,0.03,0.004,0.0,3.724,0.0936026616831481,6.51072931451338,0.0,0.098,0.342,0.364,0.156,0.036,0.004,3.702,4.677895699004403,1.4200354108353568,-4917.709497350339
2022/6/24,370,smite,50617,3991,0,6,23,35,24,11,2,101,0,0,1,3,0,0,1,2,7,2.321928094887362,18.64914888883462,3.083771872773144,10,0,0,0.062284123,0.030640669,0.1119777158774373,0.016713092,0,0.3543230354785919,2.768955396864123,-0.645711124,4.21,0.6983806530274735,20.33221128639492,8.37,7.494,-25.44812809226677,5.1745,0.0,0.0075,0.0764,0.2224,0.2948,0.2256,0.1733,5.0047,0.0003,0.0133,0.1055,0.2334,0.2748,0.2552,0.1175,4.836,0.0,0.021,0.149,0.204,0.286,0.279,0.061,0.012,0.162,0.408,0.324,0.078,0.016,0.0,3.342,0.0,0.4,0.546,0.054,0.0,0.0,0.0,2.6540000000000004,0.1190673221075055,5.464863286837433,0.004,0.136,0.442,0.318,0.084,0.016,0.0,3.39,5.231080097575941,1.3109085678336374,-2955.5144634322164
2022/6/23,369,brink,53111,4118,0,4,22,41,24,7,1,99,1,0,0,4,0,0,1,2,11,2.321928094887362,14.41139718389718,2.825140769936442,12,0,0,0.043454039,0.017270195,0.079665738,0.044568245,1,0.3859693735837936,3.399044111792328,-0.696222782,4.13,0.05713429,20.93448379031812,6.494,4.354,-29.241829426791497,5.1389,0.0,0.0056,0.0614,0.2168,0.3375,0.2621,0.1166,4.5311,0.0003,0.014,0.1134,0.3543,0.3774,0.1258,0.0148,4.371,0.0,0.002,0.059,0.537,0.37,0.032,0.0,0.0,0.074,0.402,0.384,0.134,0.006,0.0,3.5959999999999996,0.0,0.018,0.218,0.738,0.026,0.0,0.0,3.772,-0.0347722642808339,7.307162648053922,0.0,0.082,0.346,0.422,0.138,0.012,0.0,3.652,4.5205700385977865,1.1873364056354188,-5728.672763653513
2022/6/22,368,awful,47645,3861,0,5,21,33,27,12,2,100,0,1,0,3,0,0,1,2,11,2.321928094887362,42.65261904761905,2.262156794385263,0,0,0,0.044345404,0.016713092,0.040111421,0.011142061,0,0.5424966007471085,4.801708427,-0.545572102,4.3,-1.979436355,26.77333236542898,4.214,3.91,-12.184565452446154,5.0117,0.0002,0.0091,0.0793,0.2403,0.3406,0.2223,0.1082,4.242,0.0,0.0237,0.1951,0.3916,0.306,0.0723,0.0113,4.451,0.0,0.008,0.087,0.374,0.508,0.023,0.0,0.0,0.102,0.326,0.364,0.182,0.022,0.004,3.708,0.0,0.042,0.654,0.28,0.024,0.0,0.0,3.2860000000000005,-0.0400494306980547,6.063747686713127,0.002,0.11,0.326,0.372,0.168,0.02,0.002,3.661999999999999,3.673486007581719,0.7387639904647655,-279.88701280290513
2022/6/21,367,gloat,53342,4194,0,8,21,31,26,12,2,100,0,0,0,3,0,0,2,2,6,2.321928094887362,11.24605181876397,4.296340843479053,7,0,0,0.065181058,0.028412256,0.1036211699164345,0.04735376,0,0.3980372011661529,3.200319161,-0.62740463,4.2299999999999995,0.4101122210876247,21.12028863620474,7.322,6.158,-23.9238397646038,4.983,0.0,0.0077,0.0827,0.2579,0.3259,0.2222,0.1036,4.5654,0.0,0.0117,0.1281,0.3357,0.3572,0.1422,0.0251,4.33,0.0,0.012,0.155,0.367,0.423,0.043,0.0,0.0,0.132,0.32,0.346,0.166,0.034,0.002,3.656,0.0,0.006,0.11,0.688,0.192,0.004,0.0,4.078,0.0667935783996222,5.907046008639238,0.002,0.112,0.378,0.334,0.15,0.022,0.002,3.5919999999999996,4.791508441452327,1.150841972037973,-2065.7610030581855
2022/6/20,366,input,50484,3950,0,5,30,38,21,6,1,101,0,1,0,3,0,0,1,2,7,2.321928094887362,25.27297040555352,3.075140769936442,2,0,0,0.049916435,0.035654596,0.054038997,0.027855153,0,0.3659505218267441,3.476525572962059,-0.859420717,3.98,0.6217044268142027,26.2059351374687,4.108,5.494,-16.35710521679886,4.5212,0.0001,0.0109,0.1196,0.3651,0.3652,0.1196,0.0195,3.8915,0.0003,0.0297,0.2722,0.4877,0.1968,0.0127,0.0006,3.911,0.0,0.011,0.203,0.65,0.136,0.0,0.0,0.006,0.104,0.426,0.36,0.102,0.002,0.0,3.454,0.0,0.012,0.87,0.112,0.006,0.0,0.0,3.1119999999999997,-0.049540570173891,7.038403885898206,0.006,0.124,0.418,0.352,0.088,0.012,0.0,3.428,4.1604674474803485,0.7052763852226026,-957.9076508419748
2022/6/19,365,loser,55359,4399,1,10,28,32,19,8,2,100,0,0,0,3,0,0,1,1,5,2.321928094887362,19.62711607362086,2.621320343559643,9,1,0,0.072534819,0.04902507,0.08356546,0.022284123,0,0.3381125301122665,4.432342185182639,-0.90867424,3.94,0.805279112,18.628322196590705,8.362,7.312,-31.071309915218414,5.3819,0.0,0.0071,0.0725,0.2037,0.243,0.1955,0.2782,4.4441,0.0002,0.0239,0.185,0.3576,0.2557,0.111,0.0666,3.743,0.001,0.02,0.381,0.472,0.089,0.033,0.004,0.002,0.128,0.352,0.336,0.144,0.036,0.002,3.608,0.0,0.77,0.208,0.02,0.002,0.0,0.0,2.254,-0.0397145846616386,6.657331615847433,0.002,0.126,0.346,0.344,0.144,0.038,0.0,3.616,5.517482691267386,1.4434647207085385,-8893.789595403956
2022/6/18,364,cacao,47205,4101,0,1,9,27,36,23,4,100,0,0,1,2,0,0,2,1,9,1.521928094887362,20.49277044639948,3.69261542,4,0,0,0.066072423,0.039554318,0.073537604,0.025069638,0,0.4189153492450714,,0.051736474,4.91,-0.160124455,18.50847802981765,8.58,5.882,-25.703659421557695,5.7949,0.0,0.004,0.0291,0.1096,0.23,0.2799,0.3474,5.0211,0.0001,0.0066,0.0726,0.2377,0.3434,0.255,0.0846,5.001,0.0,0.002,0.019,0.223,0.494,0.256,0.006,0.006,0.082,0.342,0.402,0.146,0.022,0.0,3.666,0.0,0.01,0.222,0.64,0.128,0.0,0.0,3.886,0.0478419393142361,6.6192584975576505,0.002,0.08,0.33,0.416,0.162,0.01,0.0,3.686,3.983306998291462,1.4689321040305738,-3759.9682542320197
2022/6/17,363,blown,54665,4251,0,6,23,35,26,10,1,101,0,0,0,4,0,0,1,2,10,2.321928094887362,25.58302380952381,4.148810395,4,0,0,0.043899721,0.016713092,0.074094708,0.013927577,0,0.3959070831537247,4.201390171385635,-0.684476078,4.16,0.4241590585287941,23.30604846536319,5.728,4.388,-23.48573498716672,5.0451,0.0001,0.0072,0.0824,0.251,0.3078,0.2201,0.1314,4.1878,0.0003,0.0236,0.2165,0.4043,0.2675,0.0785,0.0093,4.061,0.0,0.009,0.189,0.549,0.238,0.015,0.0,0.004,0.116,0.344,0.358,0.148,0.03,0.0,3.620000000000001,0.0,0.006,0.136,0.832,0.024,0.002,0.0,3.88,-0.0641857740431782,6.5210688694702466,0.004,0.094,0.344,0.38,0.138,0.04,0.0,3.673999999999999,4.061494090397159,1.0575178200908455,-1893.037025811266
2022/6/16,362,apron,53430,4112,0,7,30,38,19,5,1,100,0,1,0,3,0,0,1,2,7,2.321928094887362,21.39258785332315,5.915234103400351,2,0,0,0.064401114,0.035654596,0.051253482,0.030640669,0,0.3382945388555526,3.428554709300867,-0.946139097,3.899999999999999,0.8040788749928869,21.318931070037095,6.436,6.07,-24.881478834359292,5.3608,0.0,0.0079,0.0792,0.2028,0.2353,0.2039,0.2709,4.4228,0.0003,0.0194,0.1642,0.3618,0.3099,0.1164,0.028,3.952,0.0,0.024,0.241,0.514,0.201,0.02,0.0,0.008,0.122,0.376,0.342,0.136,0.016,0.0,3.5240000000000005,0.0,0.468,0.46,0.072,0.0,0.0,0.0,2.604,0.0274024005567871,6.983301067397116,0.002,0.12,0.368,0.376,0.112,0.022,0.0,3.5420000000000003,5.074147971707037,1.2059293450096766,-4003.375813143191
2022/6/15,361,primo,55989,4391,0,3,22,38,25,10,2,100,0,0,1,3,0,0,1,2,9,2.321928094887362,18.00803725,3.766123775561495,4,0,0,0.054373259,0.030640669,0.072423398,0.030640669,0,0.367985713,3.221253067858753,-0.565853596,4.27,0.6082835711738837,21.07836825458807,5.738,4.962,-26.44531789040306,4.8735,0.0,0.0079,0.0867,0.2991,0.3354,0.1721,0.0988,4.383,0.0002,0.0163,0.1601,0.3931,0.3082,0.0982,0.0239,4.002,0.0,0.007,0.178,0.624,0.188,0.003,0.0,0.0,0.136,0.406,0.362,0.092,0.004,0.0,3.4219999999999997,0.0,0.012,0.852,0.1,0.036,0.0,0.0,3.16,0.0436435289417778,6.590057848080335,0.0,0.124,0.436,0.34,0.092,0.008,0.0,3.4240000000000004,4.635047676973334,1.1549501328865797,-3627.973088712749
2022/6/14,360,atone,59968,4762,2,16,34,29,14,4,1,100,0,1,1,2,0,0,1,1,5,2.321928094887362,12.87395724823122,3.833552044,7,0,0,0.077325905,0.04902507,0.1064066852367688,0.038997214,0,0.3161056607961655,2.935286818630647,-1.295145631,3.55,0.950401079,20.736447212700433,7.566,8.838,-26.230522651037173,4.7694,0.0,0.0105,0.1051,0.3087,0.3316,0.1684,0.0757,4.3697,0.0001,0.0195,0.1647,0.3924,0.302,0.0922,0.0291,3.997,0.0,0.009,0.227,0.535,0.216,0.013,0.0,0.006,0.152,0.434,0.312,0.074,0.022,0.0,3.3620000000000005,0.002,0.126,0.824,0.044,0.004,0.0,0.0,2.922,0.048907465768038,6.428430402748496,0.0,0.166,0.446,0.298,0.074,0.016,0.0,3.3280000000000003,5.4202406488401875,1.2364368954536331,-3443.6119754142956
