date,contest_number,word,number_of_reported_results,number_in_hard_mode,1_try,2_tries,3_tries,4_tries,5_tries,6_tries,7_or_more_tries_x,sum,num_rare_letters,starts_with_vowel,ends_with_vowel,num_consonants,contains_y,has_double_letter,max_consecutive_vowels,max_consecutive_consonants,scrabble_score,letter_entropy,position_rarity,keyboard_distance,hamming_neighbors,has_common_suffix,has_common_prefix,letter_freq_mean,letter_freq_min,positional_freq_mean,positional_freq_min,semantic_neighbors_count,semantic_density,Zipf-value,autoencoder_value,expected_attempts,semantic_difficulty,mean_simulate,1_try_simulate,2_try_simulate,3_try_simulate,4_try_simulate,5_try_simulate,6_try_simulate,7_try_simulate,position_self_information,positional_fit,letter_commonness,position_self_information_2_letters,mean_simulate_random,1_try_simulate_random,2_try_simulate_random,3_try_simulate_random,4_try_simulate_random,5_try_simulate_random,6_try_simulate_random,7_try_simulate_random,mean_simulate_freq,1_try_simulate_freq,2_try_simulate_freq,3_try_simulate_freq,4_try_simulate_freq,5_try_simulate_freq,6_try_simulate_freq,7_try_simulate_freq
2022/10/1,469,leave,28202,2696,0,4,16,34,31,12,1,98,1,0,1,2,0,0,2,1,8,1.921928094887362,17.92069172305872,3.429294036366545,9,0,0,0.073983287,0.013927577,0.093036212,0.027855153,12,0.5510445,5.748154617518834,-0.452668726,4.37,-2.199532778,4.9565,0.0,0.0105,0.0847,0.2453,0.3387,0.2389,0.0819,20.7058986610577,8.25,7.716,-27.059997464120137,5.2636,0.0,0.0047,0.0552,0.1914,0.3174,0.2831,0.1482,4.3672,0.0,0.0186,0.1607,0.3776,0.334,0.0962,0.0129
2022/9/30,468,scorn,31223,2859,0,8,31,35,20,6,1,101,0,0,0,4,0,0,1,2,7,2.321928094887362,24.16720520622042,3.891799001864011,6,0,0,0.057270195,0.039554318,0.084122563,0.013927577,0,0.392065105,3.069985392528104,-0.951763034,3.9,0.449494577,4.4945,0.0002,0.0173,0.1566,0.3462,0.305,0.1428,0.0319,21.45027729652647,6.968,5.872,-23.360675651104675,4.9318,0.0001,0.0084,0.1019,0.2641,0.3074,0.2109,0.1072,4.3039,0.0002,0.0194,0.1779,0.3823,0.3273,0.0848,0.0081
2022/9/29,467,scald,30477,2829,0,4,23,36,24,11,2,100,0,0,0,4,0,0,1,2,8,2.321928094887362,24.01927724578204,4.412570384968221,10,0,0,0.053927577,0.030083565,0.079665738,0.013927577,0,0.3385968059301376,2.467925401200141,-0.600995183,4.25,0.802085607,4.7503,0.0001,0.0165,0.1397,0.2841,0.284,0.1875,0.0881,22.372699041161532,6.87,5.112,-24.04934604935522,5.1986,0.0,0.0073,0.0793,0.2167,0.288,0.2216,0.1871,5.6657,0.0001,0.0052,0.0626,0.1599,0.1691,0.2394,0.3637
2022/9/28,466,usurp,31355,3007,0,3,21,38,26,9,1,98,0,1,0,3,0,0,1,2,7,1.921928094887362,40.94014778325123,4.799509756796392,2,0,0,0.046128134,0.035654596,0.042896936,0.011142061,0,0.352819687,2.291834142,-0.59410876,4.23,0.7082943243705935,4.3497,0.0,0.0108,0.1495,0.4139,0.3374,0.0818,0.0066,28.033123647372847,3.332,3.954,-19.631058015375956,4.6804,0.0002,0.0061,0.0944,0.3319,0.3748,0.165,0.0276,4.2123,0.0,0.0109,0.1693,0.4693,0.2997,0.0487,0.0021
2022/9/27,465,soggy,30985,2888,0,2,18,38,28,11,2,99,0,0,0,4,1,1,1,3,10,1.921928094887362,16.74627017473656,3.152096749964058,8,0,0,0.042785515,0.028412256,0.098050139,0.025069638,1,0.4335099250078201,2.999404318242396,-0.444694996,4.38,-0.256366838,5.1239,0.0,0.0092,0.0866,0.2111,0.293,0.2644,0.1357,20.15302968356884,9.038,3.97,-25.364407747003906,5.5324,0.0002,0.0055,0.0564,0.1621,0.231,0.265,0.2798,4.9133,0.0001,0.017,0.1041,0.2377,0.3238,0.224,0.0933
2022/9/26,464,brisk,31706,2884,0,5,23,38,24,7,1,98,1,0,0,4,0,0,1,2,11,2.321928094887362,14.91349508599509,4.579707626949502,5,0,0,0.043454039,0.017270195,0.077437326,0.044568245,0,0.3537418246269226,3.024227901967429,-0.729090571,4.1,0.702213386,4.5733,0.0,0.0127,0.139,0.3364,0.3238,0.1504,0.0377,21.74526523002403,6.334,4.27,-26.039640576178233,4.8486,0.0,0.0075,0.0899,0.2958,0.3364,0.1941,0.0763,4.3825,0.0001,0.0247,0.1655,0.3668,0.306,0.119,0.0179
2022/9/25,463,admit,28994,2677,0,10,25,34,22,8,1,100,0,1,0,3,0,0,1,2,8,2.321928094887362,53.40403726708074,2.839793400779363,1,0,0,0.055710306,0.030083565,0.059052925,0.005571031,2,0.47611255,4.771841085,-0.878932655,3.98,-0.790335511,4.3844,0.0001,0.0153,0.1509,0.3882,0.3373,0.0957,0.0125,23.361875874820143,5.858,6.172,-21.11697337834067,4.7657,0.0,0.0087,0.0963,0.3067,0.354,0.1775,0.0568,4.0589,0.0001,0.0277,0.2182,0.4609,0.256,0.0345,0.0026
2022/9/24,462,grate,32777,3077,1,14,29,28,16,8,3,99,0,0,1,3,0,0,1,2,6,2.321928094887362,11.47665829726059,2.674899212039784,13,0,0,0.073314763,0.028412256,0.1097493036211699,0.04735376,1,0.4041504800319672,3.016110011745249,-1.007604241,3.86,-0.06275909,5.0337,0.0001,0.0096,0.0924,0.2474,0.3016,0.2027,0.1462,19.14711379580682,8.316,7.588,-29.982061560075703,5.6091,0.0,0.0042,0.0565,0.149,0.2274,0.2421,0.3208,5.1009,0.0,0.0126,0.0971,0.2328,0.2612,0.2269,0.1694
2022/9/23,461,glory,31509,2893,0,6,30,39,19,5,0,99,0,0,0,4,1,0,1,2,9,2.321928094887362,11.31022141270301,3.0,4,0,0,0.054707521,0.028412256,0.1041782729805014,0.04735376,0,0.4059164732694625,4.332040769719171,-0.979578972,3.87,0.3581531964025263,4.5063,0.0,0.0155,0.1427,0.3549,0.3206,0.1395,0.0268,21.13914846652039,7.382,4.304,-26.397061837640106,4.8471,0.0001,0.0084,0.097,0.2943,0.3293,0.1808,0.0901,4.0572,0.0,0.0275,0.244,0.4267,0.2517,0.0458,0.0043
2022/9/22,460,saint,34455,3119,1,14,35,29,15,5,1,100,0,0,0,3,0,0,2,2,5,2.321928094887362,8.857902679162269,3.283890728527864,6,0,0,0.063175487,0.04902507,0.1197771587743733,0.072423398,0,0.3991025984287262,4.253255236210908,-1.223962307,3.64,0.4030865717713346,4.658,0.0001,0.0135,0.1313,0.3228,0.3137,0.1529,0.0657,17.72738160626497,10.35,7.456,-30.7548135095078,5.2306,0.0,0.0087,0.084,0.225,0.2551,0.2047,0.2225,4.2265,0.0002,0.0261,0.2113,0.3931,0.2677,0.0819,0.0197
2022/9/21,459,recap,31976,2900,0,5,30,35,21,8,1,100,0,0,0,3,0,0,1,1,9,2.321928094887362,27.35626944739848,3.572863278909302,4,0,1,0.068189415,0.035654596,0.049582173,0.022284123,0,0.3122312247753143,2.945046655919803,-0.834450841,4.0200000000000005,0.9759506369925444,4.4411,0.0003,0.0173,0.1711,0.3474,0.3064,0.1312,0.0263,22.6034496228244,6.452,6.314,-23.360347728602775,4.9478,0.0,0.0081,0.0956,0.2601,0.3172,0.2146,0.1044,4.3966,0.0005,0.0221,0.1848,0.3557,0.2789,0.1258,0.0322
2022/9/20,458,alike,31277,2843,0,6,20,33,27,12,2,100,1,1,1,2,0,0,1,1,9,2.321928094887362,13.41646207673605,3.878308269,4,0,0,0.065961003,0.019498607,0.1103064066852368,0.030640669,1,0.4346196502447128,4.055262135707397,-0.557420254,4.29,-0.263684803,4.8313,0.0,0.0141,0.1251,0.2789,0.2816,0.1979,0.1024,20.17248351409139,7.674,6.528,-27.195782684864582,5.4907,0.0002,0.0072,0.0663,0.1945,0.2195,0.1844,0.3279,4.81,0.0003,0.0212,0.144,0.2459,0.2731,0.2223,0.0932
2022/9/19,457,trice,35050,3430,0,5,24,25,18,17,11,100,0,0,1,3,0,0,1,2,7,2.321928094887362,10.72820106794873,3.096291201783626,12,0,0,0.069192201,0.039554318,0.113091922,0.052924791,0,0.3667651325464248,2.136932182158717,-0.145326436,4.7299999999999995,0.6163325627717287,5.1243,0.0,0.0108,0.0926,0.2272,0.2757,0.2183,0.1754,19.869310908817596,8.2,7.5,-28.29169673800368,5.4806,0.0,0.0058,0.0567,0.1719,0.2602,0.2275,0.2779,5.6792,0.0,0.0037,0.0377,0.1613,0.2354,0.1968,0.3651
2022/9/18,456,stick,33102,3038,1,9,36,35,14,4,0,99,1,0,0,4,0,0,1,2,11,2.321928094887362,16.43468011606556,4.161615495223916,11,0,0,0.047465181,0.019498607,0.080222841,0.038997214,0,0.4028214335441589,4.986790144394278,-1.216233969,3.64,0.3785631077978774,4.5756,0.0001,0.0131,0.1285,0.3507,0.3237,0.1448,0.0391,23.3689920558546,6.152,5.182,-26.032329292046327,5.1935,0.0,0.0051,0.0685,0.2345,0.2885,0.2265,0.1769,4.205,0.0001,0.0216,0.2056,0.4151,0.2716,0.0755,0.0105
2022/9/17,455,chute,33418,3073,0,11,37,36,12,3,0,99,0,0,1,3,0,0,1,2,10,2.321928094887362,10.55862176889574,2.144122805635369,3,0,0,0.057827298,0.035654596,0.1080779944289694,0.075208914,0,0.2955133259296417,3.559005870547474,-1.30372858,3.58,1.086195048838711,4.4153,0.0001,0.0142,0.1393,0.3901,0.3422,0.1012,0.0129,20.147108041693738,7.49,6.678,-27.51206081376386,4.8165,0.0,0.0078,0.0854,0.2989,0.3617,0.1828,0.0634,4.2679,0.0,0.0205,0.1631,0.4316,0.3078,0.0668,0.0102
2022/9/16,454,parer,37309,4130,0,0,4,11,15,22,48,100,0,0,0,3,0,0,1,1,7,1.921928094887362,11.92876847705715,3.554415699576449,16,1,0,0.075208914,0.035654596,0.094150418,0.055710306,0,0.3671425908803939,,2.255668163299561,6.95,0.6138434537988249,5.8061,0.0,0.005,0.0416,0.1216,0.2072,0.2233,0.4013,16.662523286241456,10.706,6.956,-34.609231126277244,6.2802,0.0,0.0021,0.0212,0.0667,0.1242,0.176,0.6098,6.8268,0.0,0.0,0.0009,0.0059,0.0279,0.0961,0.8692
2022/9/15,453,doubt,33344,3011,1,12,32,34,16,4,0,99,0,0,0,3,0,0,2,2,8,2.321928094887362,47.41633175009135,3.227797413761102,0,0,0,0.045905292,0.017270195,0.077437326,0.005571031,15,0.5620252132415772,4.797797660162586,-1.201241016,3.65,-2.401521107,4.3421,0.0002,0.0168,0.1661,0.3878,0.3253,0.0943,0.0095,21.909761563571415,6.432,4.974,-19.718583043097603,4.6986,0.0001,0.0106,0.1129,0.3143,0.3417,0.1699,0.0505,4.0265,0.0002,0.0302,0.2439,0.4467,0.2307,0.0442,0.0041
2022/9/14,452,thyme,32142,2938,1,5,24,41,23,5,0,99,0,0,1,4,1,0,1,4,13,2.321928094887362,19.31431921959319,2.280604373718116,4,0,0,0.055710306,0.030640669,0.088579387,0.022284123,10,0.5731931388378143,2.333226827302685,-0.844860315,3.96,-2.241339663,4.4561,0.0001,0.0147,0.1417,0.3619,0.3481,0.1211,0.0124,22.917469808267143,6.066,6.446,-20.19237951228882,4.7873,0.0,0.0081,0.0965,0.3106,0.3421,0.1702,0.0725,4.4379,0.0002,0.0228,0.1511,0.3619,0.3165,0.1238,0.0237
2022/9/13,451,alpha,29497,2706,0,3,19,40,28,9,1,100,0,1,1,3,0,0,1,3,10,1.921928094887362,35.33015873015873,4.634329796997689,0,0,0,0.062841226,0.035654596,0.054038997,0.011142061,5,0.4976438462734222,3.909882238856553,-0.558330357,4.260000000000001,-1.3648793,4.4935,0.0001,0.0096,0.1268,0.3685,0.3649,0.1154,0.0147,22.245740493344726,5.592,5.678,-20.04843897919589,4.9788,0.0001,0.0078,0.0728,0.2511,0.3627,0.2117,0.0938,4.2998,0.0001,0.0225,0.165,0.4025,0.3215,0.0766,0.0118
2022/9/12,450,booze,29147,2883,0,1,7,27,38,23,4,100,1,0,1,2,0,1,2,1,16,1.921928094887362,31.35073811442385,3.886693582745273,5,0,0,0.054150418,0.002785515,0.1097493036211699,0.008356546,0,0.4054707288742065,4.039245950030883,0.1022737622261047,4.95,0.3610926105682871,5.2741,0.0003,0.007,0.0536,0.1773,0.3253,0.2922,0.1443,20.52217260698051,8.588,5.816,-24.60862121109443,5.7859,0.0,0.0042,0.0317,0.1129,0.2235,0.2806,0.3471,4.9056,0.0002,0.0105,0.0858,0.2472,0.3661,0.2237,0.0665
2022/9/11,449,tibia,27887,2675,0,1,14,40,30,12,2,99,0,0,1,2,0,0,2,1,7,1.921928094887362,25.58958937198067,4.320542590698364,1,0,0,0.058384401,0.017270195,0.051810585,0.022284123,1,0.472449791,2.810348082022347,-0.338295281,4.4799999999999995,-0.513151659,4.6497,0.0002,0.0135,0.1205,0.3233,0.3356,0.1585,0.0484,19.197721082017484,7.704,6.492,-26.3912870590203,5.2332,0.0001,0.0062,0.0658,0.2055,0.3083,0.2389,0.1752,4.5236,0.0002,0.0148,0.1325,0.3572,0.3374,0.1248,0.0331
2022/9/10,448,lofty,29237,2777,0,4,19,34,27,13,3,100,0,0,0,4,1,0,1,3,11,2.321928094887362,29.00548544204007,2.128308269,2,0,0,0.052256267,0.018384401,0.080222841,0.011142061,0,0.3405454933643341,2.904617998864195,-0.43391192,4.41,0.7892351940851441,4.826,0.0,0.0124,0.1207,0.2882,0.2939,0.1768,0.108,21.29263370213256,7.354,4.96,-24.018807690633437,5.2565,0.0001,0.0066,0.0771,0.2339,0.2586,0.1826,0.2411,4.4248,0.0003,0.0233,0.1845,0.3466,0.2734,0.1323,0.0396
2022/9/9,447,theme,32172,2909,0,8,29,40,18,4,0,99,0,0,1,3,0,0,1,2,10,1.921928094887362,12.73265255292653,3.380190783135158,5,0,0,0.069415042,0.030640669,0.1008356545961003,0.04178273,0,0.4269665718078613,4.143703742874226,-1.041028738,3.81,0.2193405528943784,4.6832,0.0,0.0077,0.0922,0.3149,0.4021,0.1606,0.0225,21.049452104302915,7.05,8.592,-26.01586470148616,5.1323,0.0,0.0049,0.0585,0.2281,0.3448,0.2353,0.1284,4.3004,0.0001,0.0192,0.1624,0.417,0.3131,0.0762,0.012
2022/9/8,446,class,31962,3001,0,4,21,32,22,13,7,99,0,0,0,4,0,1,1,2,7,1.921928094887362,32.75201852411154,3.770690632574555,5,0,0,0.057715877,0.039554318,0.079665738,0.008356546,0,0.3667373448610306,5.068970854648633,-0.305534542,4.54,0.6165158057175757,5.649,0.0001,0.0058,0.0533,0.1466,0.2165,0.2354,0.3423,19.416401278090007,6.672,5.528,-27.006406126410745,5.9794,0.0,0.0039,0.0302,0.1006,0.1764,0.2257,0.4632,4.5446,0.0002,0.0177,0.1355,0.3432,0.3266,0.1409,0.0359
2022/9/7,445,leery,30992,2873,0,3,17,37,28,12,2,99,0,0,0,3,1,1,2,2,8,1.921928094887362,14.42186416211047,2.270690632574555,6,0,0,0.075208914,0.033983287,0.083008357,0.036211699,0,0.4125545084476471,3.504021746548418,-0.44405818,4.39,0.3143793770494715,4.9275,0.0,0.0072,0.1069,0.2758,0.2921,0.1973,0.1207,19.40271268542987,8.232,7.478,-28.959637260660777,5.2923,0.0002,0.0058,0.0631,0.2027,0.2965,0.224,0.2077,5.1387,0.0001,0.0066,0.0802,0.2435,0.3009,0.1746,0.1941
2022/9/6,444,taunt,32734,3022,0,4,19,27,21,16,13,100,0,0,0,3,0,0,2,2,5,1.921928094887362,10.77586040770823,3.669501027728865,7,0,0,0.06362117,0.035654596,0.099164345,0.072423398,1,0.444071901,2.810348082022347,0.072967649,4.91,-0.326016668,5.1218,0.0001,0.0077,0.072,0.2248,0.3105,0.2557,0.1292,19.40515840638266,8.57,7.16,-28.033579526140972,5.6193,0.0001,0.0046,0.0437,0.1472,0.2433,0.2541,0.307,4.9069,0.0002,0.0102,0.0886,0.2673,0.3382,0.2082,0.0873
2022/9/5,443,whoop,32733,2970,0,1,16,47,29,7,1,101,0,0,0,3,0,1,2,2,13,1.921928094887362,23.33755971479501,2.071345821,3,0,0,0.047910864,0.016713092,0.066295265,0.022284123,0,0.3722049832344055,3.588499332405991,-0.4922961,4.3,0.5804600440321723,4.6149,0.0,0.0085,0.0993,0.3499,0.3773,0.1411,0.0239,24.88598022535392,4.682,5.08,-24.032323406029732,5.0301,0.0,0.0044,0.0479,0.2386,0.3987,0.2431,0.0673,4.293,0.0003,0.0151,0.1567,0.4275,0.3267,0.067,0.0067
2022/9/4,442,inter,32018,2889,0,6,25,36,23,8,1,99,0,1,0,3,0,0,1,2,5,2.321928094887362,20.64780234813066,2.016123775561495,5,1,0,0.071086351,0.04902507,0.065738162,0.027855153,1,0.4434250026941299,2.570587743097289,-0.774742067,4.07,-0.321750766,4.7502,0.0,0.0138,0.1211,0.3106,0.2974,0.1698,0.0873,22.426035216219404,6.25,8.294,-28.41519089964767,5.3216,0.0,0.0068,0.0676,0.2094,0.2732,0.1994,0.2436,4.3387,0.0002,0.0231,0.1903,0.3803,0.2691,0.1043,0.0327
2022/9/3,441,gully,31191,2877,0,1,9,27,31,25,7,100,0,0,0,4,1,1,1,3,9,1.921928094887362,20.88180939042284,1.908603404,14,1,0,0.044568245,0.028412256,0.064623955,0.025069638,0,0.3549587219953537,2.973075379520047,0.1703054308891296,5.05,0.6941886856752434,5.1413,0.0001,0.0058,0.0691,0.2396,0.3032,0.2275,0.1547,20.065631269768343,7.59,2.962,-28.73383081679654,5.6022,0.0,0.0033,0.0402,0.1703,0.2463,0.217,0.3229,4.8902,0.0,0.0091,0.1042,0.2793,0.2945,0.2206,0.0923
2022/9/2,440,charm,35724,3149,1,12,32,34,16,5,1,101,0,0,0,4,0,0,1,2,12,2.321928094887362,18.75428751948399,3.732526648950187,11,0,0,0.05448468,0.030640669,0.080779944,0.019498607,1,0.4285014390945434,4.192201271,-1.132958412,3.72,-0.223338908,4.8719,0.0,0.0126,0.0998,0.266,0.3329,0.2021,0.0866,21.98834687178281,6.108,5.088,-27.049010120838396,5.6512,0.0,0.0064,0.0582,0.153,0.2177,0.1896,0.3751,4.5654,0.0002,0.023,0.1488,0.3166,0.3138,0.1458,0.0518
2022/9/1,439,fungi,31903,2928,0,2,18,41,28,9,1,99,0,0,1,3,0,0,1,2,9,2.321928094887362,50.99640490583585,2.493709215052411,4,0,0,0.037660167,0.018384401,0.044568245,0.005571031,3,0.4619015663862228,2.291834142,-0.525462627,4.29,-0.876150448,4.3815,0.0001,0.0164,0.1428,0.4079,0.3222,0.0966,0.014,21.111516951843782,5.374,4.146,-26.38684449289311,5.0101,0.0002,0.005,0.0691,0.2598,0.3424,0.2231,0.1004,4.2878,0.0005,0.0168,0.1617,0.4305,0.3067,0.0735,0.0103
2022/8/31,438,prize,35343,3166,0,5,12,20,32,26,5,100,1,0,1,3,0,0,1,2,16,2.321928094887362,31.61099282996245,5.027134253506677,5,0,0,0.05448468,0.002785515,0.1002785515320334,0.008356546,2,0.4602096945047378,4.349880372539742,-0.035007358,4.87,-0.685465812,5.3157,0.0001,0.0098,0.0662,0.1772,0.2767,0.2849,0.1851,21.670800643321737,7.382,5.532,-25.16634194070025,5.7785,0.0001,0.0039,0.0441,0.1299,0.2009,0.2335,0.3876,5.0559,0.0003,0.0152,0.0857,0.1949,0.3267,0.2854,0.0918
2022/8/30,437,onset,33660,3009,0,4,29,40,21,6,1,101,0,1,0,3,0,0,1,2,5,2.321928094887362,34.37916641884257,2.785717615863686,3,0,0,0.069415042,0.04902507,0.065738162,0.011142061,0,0.369102207,2.935286818630647,-0.826552749,4.01,0.6009209741627681,4.0584,0.0002,0.0192,0.2336,0.4636,0.2388,0.0416,0.003,22.831513076614275,6.148,8.47,-22.850655371237767,4.3921,0.0,0.0128,0.1519,0.4013,0.3185,0.0954,0.0201,3.8534,0.0002,0.0377,0.3073,0.4472,0.1809,0.0243,0.0024
2022/8/29,436,chief,34281,3072,1,6,32,38,18,5,0,100,0,0,0,3,0,0,2,2,13,2.321928094887362,31.58643410852713,2.953139800010316,2,0,0,0.051253482,0.018384401,0.086908078,0.008356546,0,0.4021204769611358,4.891062004918256,-1.025090814,3.81,0.3831854916834626,4.6738,0.0003,0.0146,0.1228,0.3054,0.3361,0.1718,0.049,22.454192316049923,7.028,6.154,-25.834707130258735,5.078,0.0001,0.0071,0.0728,0.2435,0.3178,0.2286,0.1301,4.1472,0.0,0.0301,0.2129,0.4272,0.2527,0.0637,0.0134
2022/8/28,435,gauze,30214,2866,0,2,11,24,31,25,8,101,1,0,1,2,0,0,2,1,15,2.321928094887362,33.20054344,4.808936243845293,3,0,0,0.051587744,0.002785515,0.094150418,0.008356546,0,0.4281432688236236,3.161065861875436,0.1679668426513672,5.05,0.2115809491534196,5.1218,0.0,0.0083,0.0832,0.2268,0.2924,0.2387,0.1506,21.30116078595286,8.482,5.144,-23.224855173471873,5.5288,0.0001,0.0047,0.0526,0.1579,0.2512,0.2606,0.2729,5.0579,0.0001,0.0132,0.084,0.2288,0.3052,0.2427,0.126
2022/8/27,434,ruder,31241,2784,0,2,16,33,29,16,4,100,0,0,0,3,0,0,1,1,6,1.921928094887362,19.45113568,2.280776406404415,5,1,0,0.063509749,0.030083565,0.066852368,0.033426184,0,0.327295709,2.291834142,-0.234896302,4.61,0.8766094948695062,5.0799,0.0002,0.0072,0.0742,0.2439,0.3143,0.2258,0.1344,19.925402115525618,7.416,6.338,-29.402085912024305,5.4858,0.0,0.0034,0.0465,0.1737,0.2717,0.2467,0.258,5.5599,0.0,0.0023,0.0302,0.1575,0.2895,0.2563,0.2642
2022/8/26,433,irony,34716,3046,0,6,29,34,21,8,1,99,0,1,0,3,1,0,1,2,8,2.321928094887362,14.78338512452798,3.651387818865997,3,0,0,0.057715877,0.033983287,0.095821727,0.027855153,2,0.4298866152763366,3.661049999554603,-0.846298933,4.01,-0.485503481,4.4584,0.0,0.0137,0.1516,0.3965,0.2859,0.1054,0.0469,21.271615124168,7.286,5.838,-26.17472335482647,4.7715,0.0,0.0085,0.0997,0.3185,0.3413,0.1491,0.0829,4.0495,0.0001,0.0286,0.2596,0.4344,0.2017,0.0619,0.0137
2022/8/25,432,clown,36737,3175,1,8,29,36,20,6,1,101,0,0,0,4,0,0,1,2,10,2.321928094887362,24.16878138528138,4.638724621,3,0,0,0.048356546,0.016713092,0.081337047,0.013927577,1,0.3819609552621841,4.199245502919046,-0.940476954,3.8899999999999992,0.083567379,4.5709,0.0,0.0113,0.1301,0.3432,0.3359,0.1508,0.0287,23.454312683950903,5.768,4.686,-23.501331842217738,4.9401,0.0,0.0074,0.0793,0.2645,0.3416,0.229,0.0782,4.4244,0.0003,0.0221,0.1512,0.3569,0.3345,0.1188,0.0162
2022/8/24,431,needy,33700,2927,0,2,21,41,26,9,1,100,0,0,0,3,1,1,2,2,9,1.921928094887362,27.36459184,1.941957233908092,8,0,0,0.06362117,0.030083565,0.067409471,0.016713092,0,0.3591931879520416,3.484958740498922,-0.586509645,4.24,0.6662649487758237,4.5783,0.0,0.0113,0.1136,0.3531,0.3569,0.1377,0.0274,20.278225344108243,7.398,7.674,-27.337392865654554,5.1069,0.0002,0.0065,0.061,0.2252,0.3461,0.2476,0.1134,4.3145,0.0004,0.0203,0.1621,0.3996,0.3259,0.0826,0.0091
2022/8/23,430,woven,33549,2933,0,2,13,32,32,17,3,99,1,0,0,3,0,0,1,1,11,2.321928094887362,23.06738331,4.556696015024571,3,1,0,0.051253482,0.013927577,0.071866295,0.022284123,3,0.4819856137037277,2.810348082022347,-0.202403247,4.640000000000001,-1.00859257,5.1747,0.0,0.0097,0.0684,0.2019,0.3142,0.2691,0.1367,20.264034021313304,7.658,6.06,-27.682654133358028,5.8954,0.0,0.004,0.0347,0.1082,0.1924,0.2364,0.4243,4.8432,0.0001,0.0171,0.1045,0.2585,0.3328,0.2116,0.0754
2022/8/22,429,merit,35888,3123,0,7,33,37,17,5,0,99,0,0,0,3,0,0,1,1,7,2.321928094887362,14.42689440993789,3.118033988749895,3,0,0,0.067409471,0.030640669,0.07632312,0.055710306,0,0.3758440732955933,3.53238339,-1.062983871,3.8,0.5564624503659851,4.4101,0.0001,0.0151,0.1639,0.3736,0.3152,0.107,0.0251,18.331096793446314,8.668,7.426,-30.29576326021325,4.9644,0.0001,0.0095,0.0951,0.2552,0.319,0.2035,0.1176,4.2437,0.0002,0.0245,0.2084,0.3991,0.2575,0.0867,0.0236
2022/8/21,428,waste,35617,3186,1,7,19,27,24,17,5,100,0,0,1,3,0,0,1,2,8,2.321928094887362,20.64092696370094,1.894122805635369,8,0,0,0.065849582,0.016713092,0.093036212,0.022284123,2,0.460742912,4.725923780562351,-0.393460333,4.47,-0.688982057,5.3314,0.0002,0.0139,0.1053,0.1819,0.214,0.203,0.2817,18.891031018540147,8.796,7.724,-29.94671387524787,5.8143,0.0,0.0084,0.0565,0.1324,0.1716,0.1773,0.4538,4.31,0.0003,0.024,0.1945,0.384,0.2655,0.1072,0.0245
2022/8/20,427,treat,38245,3249,1,22,32,26,14,5,1,101,0,0,0,3,0,0,2,2,5,1.921928094887362,10.60420580468266,2.089793400779363,8,0,0,0.082116992,0.072423398,0.096935933,0.08356546,1,0.4332155913114547,4.714588083445808,-1.375545382,3.51,-0.254425885,4.9228,0.0002,0.0071,0.0833,0.2684,0.3451,0.2119,0.084,20.04230710265739,7.892,8.996,-27.76737462417545,5.3331,0.0,0.0053,0.0504,0.1932,0.2956,0.268,0.1875,4.5061,0.0,0.0181,0.1461,0.3409,0.325,0.1463,0.0236
2022/8/19,426,shrug,33965,2987,0,4,23,36,26,10,1,100,0,0,0,4,0,0,1,3,9,2.321928094887362,24.61074357015534,2.868033988749895,4,0,0,0.045348189,0.028412256,0.067409471,0.019498607,0,0.364396396,2.614053436878379,-0.639760256,4.199999999999999,0.6319529429998096,4.3059,0.0001,0.0236,0.1908,0.3725,0.2979,0.099,0.0161,22.381610379371267,6.792,4.638,-21.539510988588333,4.6224,0.0,0.0106,0.1234,0.3315,0.3398,0.1569,0.0378,4.0455,0.0002,0.032,0.2434,0.4254,0.2466,0.0503,0.0021
2022/8/18,425,twang,34938,3172,0,3,22,43,25,7,1,101,0,0,0,4,0,0,1,2,9,2.321928094887362,29.04844876054178,2.731861659584744,6,0,0,0.051030641,0.016713092,0.062395543,0.016713092,2,0.4455633133649826,2.246076651583785,-0.659106135,4.16,-0.588881804,4.8334,0.0,0.0105,0.0938,0.2733,0.364,0.191,0.0674,24.46081851051803,5.034,5.672,-26.796461102459546,5.3936,0.0,0.0066,0.0529,0.1742,0.2975,0.2442,0.2246,4.8964,0.0,0.0084,0.0754,0.2531,0.3951,0.2105,0.0575
2022/8/17,424,twice,35815,3173,1,6,28,38,21,6,1,101,0,0,1,3,0,0,1,2,10,2.321928094887362,20.75432719407485,4.096291201783626,5,0,0,0.057604457,0.016713092,0.095821727,0.016713092,8,0.5311515748500824,4.795897024823152,-0.870492339,3.95,-1.838872639,4.5261,0.0002,0.0141,0.1289,0.3523,0.3449,0.1399,0.0197,22.717086390302523,6.894,6.774,-23.22046217321615,5.0126,0.0,0.0072,0.0737,0.2445,0.3461,0.2309,0.0976,4.1229,0.0002,0.031,0.2222,0.4108,0.2702,0.0593,0.0063
2022/8/16,423,gruel,35105,3087,0,3,19,39,29,9,1,100,0,0,0,3,0,0,2,2,6,2.321928094887362,13.38978977511809,3.624244023167829,2,0,0,0.060724234,0.028412256,0.083008357,0.04735376,0,0.3031478226184845,2.672045383856066,-0.543571591,4.2700000000000005,1.0358501696782034,4.4587,0.0003,0.0157,0.1404,0.3713,0.3304,0.1247,0.0172,20.82845692641417,7.394,5.5,-26.86787671176778,5.0028,0.0,0.0083,0.0831,0.2481,0.3298,0.2194,0.1113,4.9033,0.0,0.0085,0.103,0.2877,0.3077,0.1637,0.1294
